userID,username,email,password,permissionLevel
63,e063muntz,edna.muntz@uwaterloo.ca,password063,2
64,e064flanders,edna.flanders@uwaterloo.ca,password064,1
65,m065prince,maggie.prince@uwaterloo.ca,password065,1
66,k066szyslak,krusty.szyslak@uwaterloo.ca,password066,1
67,m067leonard,moe.leonard@uwaterloo.ca,password067,1
68,w068flanders,waylon.flanders@uwaterloo.ca,password068,1
69,b069prince,bart.prince@uwaterloo.ca,password069,1
70,s070burns,sideshow.burns@uwaterloo.ca,password070,2
71,l071szyslak,lenny.szyslak@uwaterloo.ca,password071,2
72,b072houten,bart.houten@uwaterloo.ca,password072,2
73,l073flanders,lisa.flanders@uwaterloo.ca,password073,2
74,m074smithers,maggie.smithers@uwaterloo.ca,password074,1
75,b075bob,barney.bob@uwaterloo.ca,password075,1
76,k076burns,krusty.burns@uwaterloo.ca,password076,2
77,s077gumble,sideshow.gumble@uwaterloo.ca,password077,1
78,l078flanders,lisa.flanders@uwaterloo.ca,password078,2
79,m079leonard,martin.leonard@uwaterloo.ca,password079,2
80,m080prince,maggie.prince@uwaterloo.ca,password080,2
81,m081smithers,maggie.smithers@uwaterloo.ca,password081,1
82,n082smithers,ned.smithers@uwaterloo.ca,password082,1
83,s083simpson,sideshow.simpson@uwaterloo.ca,password083,1
84,w084bob,waylon.bob@uwaterloo.ca,password084,2
85,m085simpson,milhouse.simpson@uwaterloo.ca,password085,2
86,n086burns,ned.burns@uwaterloo.ca,password086,1
87,n087leonard,nelson.leonard@uwaterloo.ca,password087,2
88,m088simpson,maggie.simpson@uwaterloo.ca,password088,1
89,h089nahasapeemapetilon,homer.nahasapeemapetilon@uwaterloo.ca,password089,1
90,m090muntz,martin.muntz@uwaterloo.ca,password090,1
91,m091gumble,milhouse.gumble@uwaterloo.ca,password091,1
92,m092wiggum,maggie.wiggum@uwaterloo.ca,password092,2
93,k093wiggum,krusty.wiggum@uwaterloo.ca,password093,1
94,r094flanders,ralph.flanders@uwaterloo.ca,password094,2
95,w095flanders,waylon.flanders@uwaterloo.ca,password095,2
96,w096gumble,waylon.gumble@uwaterloo.ca,password096,1
97,m097houten,moe.houten@uwaterloo.ca,password097,2
98,m098houten,martin.houten@uwaterloo.ca,password098,1
99,m099wiggum,martin.wiggum@uwaterloo.ca,password099,1
100,h100krabappel,homer.krabappel@uwaterloo.ca,password100,1
101,n101leonard,nelson.leonard@uwaterloo.ca,password101,1
102,m102smithers,martin.smithers@uwaterloo.ca,password102,2
103,m103szyslak,milhouse.szyslak@uwaterloo.ca,password103,2
104,k104flanders,krusty.flanders@uwaterloo.ca,password104,2
105,m105houten,martin.houten@uwaterloo.ca,password105,2
106,n106bob,ned.bob@uwaterloo.ca,password106,1
107,m107krabappel,martin.krabappel@uwaterloo.ca,password107,2
108,l108krabappel,lisa.krabappel@uwaterloo.ca,password108,1
109,b109muntz,barney.muntz@uwaterloo.ca,password109,1
110,m110wiggum,moe.wiggum@uwaterloo.ca,password110,2
111,r111wiggum,ralph.wiggum@uwaterloo.ca,password111,1
112,n112prince,nelson.prince@uwaterloo.ca,password112,2
113,m113prince,moe.prince@uwaterloo.ca,password113,1
114,n114leonard,nelson.leonard@uwaterloo.ca,password114,2
115,m115flanders,maggie.flanders@uwaterloo.ca,password115,1
116,m116smithers,maggie.smithers@uwaterloo.ca,password116,1
117,w117houten,waylon.houten@uwaterloo.ca,password117,2
118,k118leonard,krusty.leonard@uwaterloo.ca,password118,2
119,m119houten,moe.houten@uwaterloo.ca,password119,1
120,k120szyslak,krusty.szyslak@uwaterloo.ca,password120,1
121,w121szyslak,waylon.szyslak@uwaterloo.ca,password121,2
122,l122nahasapeemapetilon,lenny.nahasapeemapetilon@uwaterloo.ca,password122,2
123,l123bob,lenny.bob@uwaterloo.ca,password123,1
124,b124szyslak,bart.szyslak@uwaterloo.ca,password124,1
125,l125burns,lenny.burns@uwaterloo.ca,password125,2
126,m126houten,moe.houten@uwaterloo.ca,password126,2
127,w127gumble,waylon.gumble@uwaterloo.ca,password127,2
128,b128wiggum,barney.wiggum@uwaterloo.ca,password128,2
129,n129szyslak,nelson.szyslak@uwaterloo.ca,password129,2
130,e130krabappel,edna.krabappel@uwaterloo.ca,password130,1
131,a131houten,apu.houten@uwaterloo.ca,password131,1
132,k132szyslak,krusty.szyslak@uwaterloo.ca,password132,2
133,m133wiggum,moe.wiggum@uwaterloo.ca,password133,1
134,m134leonard,martin.leonard@uwaterloo.ca,password134,2
135,m135simpson,marge.simpson@uwaterloo.ca,password135,1
136,l136nahasapeemapetilon,lisa.nahasapeemapetilon@uwaterloo.ca,password136,1
137,w137bob,waylon.bob@uwaterloo.ca,password137,1
138,s138smithers,sideshow.smithers@uwaterloo.ca,password138,1
139,b139krabappel,bart.krabappel@uwaterloo.ca,password139,1
140,l140flanders,lisa.flanders@uwaterloo.ca,password140,2
141,m141wiggum,maggie.wiggum@uwaterloo.ca,password141,1
142,b142houten,barney.houten@uwaterloo.ca,password142,2
143,l143nahasapeemapetilon,lisa.nahasapeemapetilon@uwaterloo.ca,password143,1
144,b144prince,barney.prince@uwaterloo.ca,password144,1
145,m145burns,martin.burns@uwaterloo.ca,password145,2
146,a146simpson,apu.simpson@uwaterloo.ca,password146,1
147,m147leonard,milhouse.leonard@uwaterloo.ca,password147,1
148,l148skinner,lenny.skinner@uwaterloo.ca,password148,1
149,m149smithers,marge.smithers@uwaterloo.ca,password149,2
150,m150smithers,marge.smithers@uwaterloo.ca,password150,1
151,l151nahasapeemapetilon,lisa.nahasapeemapetilon@uwaterloo.ca,password151,2
152,n152prince,nelson.prince@uwaterloo.ca,password152,1
153,s153krabappel,sideshow.krabappel@uwaterloo.ca,password153,1
154,b154leonard,bart.leonard@uwaterloo.ca,password154,2
155,m155skinner,moe.skinner@uwaterloo.ca,password155,2
156,m156szyslak,moe.szyslak@uwaterloo.ca,password156,1
157,h157nahasapeemapetilon,homer.nahasapeemapetilon@uwaterloo.ca,password157,2
158,r158houten,ralph.houten@uwaterloo.ca,password158,1
159,n159nahasapeemapetilon,ned.nahasapeemapetilon@uwaterloo.ca,password159,2
160,n160simpson,nelson.simpson@uwaterloo.ca,password160,1
161,m161nahasapeemapetilon,milhouse.nahasapeemapetilon@uwaterloo.ca,password161,2
162,m162smithers,maggie.smithers@uwaterloo.ca,password162,1
163,m163flanders,marge.flanders@uwaterloo.ca,password163,1
164,h164wiggum,homer.wiggum@uwaterloo.ca,password164,2
165,s165bob,sideshow.bob@uwaterloo.ca,password165,2
166,h166muntz,homer.muntz@uwaterloo.ca,password166,2
167,m167smithers,maggie.smithers@uwaterloo.ca,password167,1
168,s168smithers,sideshow.smithers@uwaterloo.ca,password168,2
169,l169nahasapeemapetilon,lisa.nahasapeemapetilon@uwaterloo.ca,password169,1
170,w170burns,waylon.burns@uwaterloo.ca,password170,2
171,s171krabappel,sideshow.krabappel@uwaterloo.ca,password171,1
172,m172simpson,moe.simpson@uwaterloo.ca,password172,2
173,w173houten,waylon.houten@uwaterloo.ca,password173,2
174,w174skinner,waylon.skinner@uwaterloo.ca,password174,1
175,m175gumble,maggie.gumble@uwaterloo.ca,password175,1
176,w176burns,waylon.burns@uwaterloo.ca,password176,2
177,m177nahasapeemapetilon,marge.nahasapeemapetilon@uwaterloo.ca,password177,1
178,b178skinner,bart.skinner@uwaterloo.ca,password178,1
179,m179leonard,martin.leonard@uwaterloo.ca,password179,2
180,a180skinner,apu.skinner@uwaterloo.ca,password180,2
181,s181krabappel,sideshow.krabappel@uwaterloo.ca,password181,2
182,w182flanders,waylon.flanders@uwaterloo.ca,password182,1
183,s183bob,sideshow.bob@uwaterloo.ca,password183,1
184,b184simpson,bart.simpson@uwaterloo.ca,password184,2
185,n185flanders,ned.flanders@uwaterloo.ca,password185,1
186,m186leonard,moe.leonard@uwaterloo.ca,password186,1
187,m187burns,marge.burns@uwaterloo.ca,password187,1
188,l188burns,lenny.burns@uwaterloo.ca,password188,2
189,l189krabappel,lenny.krabappel@uwaterloo.ca,password189,2
190,h190krabappel,homer.krabappel@uwaterloo.ca,password190,2
191,k191gumble,krusty.gumble@uwaterloo.ca,password191,2
192,h192szyslak,homer.szyslak@uwaterloo.ca,password192,1
193,w193skinner,waylon.skinner@uwaterloo.ca,password193,2
194,r194skinner,ralph.skinner@uwaterloo.ca,password194,1
195,m195szyslak,marge.szyslak@uwaterloo.ca,password195,2
196,m196nahasapeemapetilon,marge.nahasapeemapetilon@uwaterloo.ca,password196,1
197,k197simpson,krusty.simpson@uwaterloo.ca,password197,1
198,b198houten,bart.houten@uwaterloo.ca,password198,1
199,w199muntz,waylon.muntz@uwaterloo.ca,password199,1
200,b200wiggum,barney.wiggum@uwaterloo.ca,password200,1
